section,age,group,persons,males,females,source_image
1. ALL COMMUNITIES.,Total,MARRIED,596262,300819,295443,Bidar.png
1. ALL COMMUNITIES.,Total,WIDOWED,80200,25318,54882,Bidar.png
1. ALL COMMUNITIES.,Total,DIVORCED,3494,1150,2344,Bidar.png
2. Brahmanic Hindus.,0-1,POPULATION,488,257,231,Bidar.png
2. Brahmanic Hindus.,0-1,UNMARRIED,488,257,231,Bidar.png
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0,Bidar.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Bidar.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,1-5,POPULATION,2128,1039,1089,Bidar.png
2. Brahmanic Hindus.,1-5,UNMARRIED,2058,1034,1024,Bidar.png
2. Brahmanic Hindus.,1-5,MARRIED,70,5,65,Bidar.png
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0,Bidar.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,5-10,POPULATION,2103,830,1273,Bidar.png
2. Brahmanic Hindus.,5-10,UNMARRIED,1805,803,1002,Bidar.png
2. Brahmanic Hindus.,5-10,MARRIED,296,27,269,Bidar.png
2. Brahmanic Hindus.,5-10,WIDOWED,2,0,2,Bidar.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,10-15,POPULATION,2994,1028,1966,Bidar.png
2. Brahmanic Hindus.,10-15,UNMARRIED,1826,956,870,Bidar.png
2. Brahmanic Hindus.,10-15,MARRIED,1142,71,1071,Bidar.png
2. Brahmanic Hindus.,10-15,WIDOWED,26,1,25,Bidar.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,15-20,POPULATION,3009,1479,1530,Bidar.png
2. Brahmanic Hindus.,15-20,UNMARRIED,1159,991,168,Bidar.png
2. Brahmanic Hindus.,15-20,MARRIED,1799,478,1321,Bidar.png
2. Brahmanic Hindus.,15-20,WIDOWED,51,10,41,Bidar.png
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,20-30,POPULATION,4948,3053,1895,Bidar.png
2. Brahmanic Hindus.,20-30,UNMARRIED,1039,963,76,Bidar.png
2. Brahmanic Hindus.,20-30,MARRIED,3749,2057,1692,Bidar.png
2. Brahmanic Hindus.,20-30,WIDOWED,159,33,126,Bidar.png
2. Brahmanic Hindus.,20-30,DIVORCED,1,0,1,Bidar.png
2. Brahmanic Hindus.,30-40,POPULATION,2794,1646,1148,Bidar.png
2. Brahmanic Hindus.,30-40,UNMARRIED,157,152,5,Bidar.png
2. Brahmanic Hindus.,30-40,MARRIED,2425,1441,984,Bidar.png
2. Brahmanic Hindus.,30-40,WIDOWED,210,53,157,Bidar.png
2. Brahmanic Hindus.,30-40,DIVORCED,2,0,2,Bidar.png
2. Brahmanic Hindus.,40-50,POPULATION,1634,1030,604,Bidar.png
2. Brahmanic Hindus.,40-50,UNMARRIED,17,17,0,Bidar.png
2. Brahmanic Hindus.,40-50,MARRIED,1363,952,411,Bidar.png
2. Brahmanic Hindus.,40-50,WIDOWED,253,60,193,Bidar.png
2. Brahmanic Hindus.,40-50,DIVORCED,1,1,0,Bidar.png
2. Brahmanic Hindus.,50-60,POPULATION,1221,742,479,Bidar.png
2. Brahmanic Hindus.,50-60,UNMARRIED,7,7,0,Bidar.png
2. Brahmanic Hindus.,50-60,MARRIED,973,662,311,Bidar.png
2. Brahmanic Hindus.,50-60,WIDOWED,241,73,168,Bidar.png
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0,Bidar.png
2. Brahmanic Hindus.,60 & over,POPULATION,927,602,325,Bidar.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,23,23,0,Bidar.png
2. Brahmanic Hindus.,60 & over,MARRIED,582,486,96,Bidar.png
2. Brahmanic Hindus.,60 & over,WIDOWED,321,92,229,Bidar.png
2. Brahmanic Hindus.,60 & over,DIVORCED,1,1,0,Bidar.png
2. Brahmanic Hindus.,Total,POPULATION,22246,11706,10540,Bidar.png
2. Brahmanic Hindus.,Total,UNMARRIED,8579,5203,3376,Bidar.png
2. Brahmanic Hindus.,Total,MARRIED,12399,6179,6220,Bidar.png
2. Brahmanic Hindus.,Total,WIDOWED,1263,322,941,Bidar.png
2. Brahmanic Hindus.,Total,DIVORCED,5,2,3,Bidar.png
3. Other Hindus.,0-1,POPULATION,18836,9881,8955,Bidar.png
3. Other Hindus.,0-1,UNMARRIED,18699,9819,8880,Bidar.png
3. Other Hindus.,0-1,MARRIED,135,62,73,Bidar.png
3. Other Hindus.,0-1,WIDOWED,2,0,2,Bidar.png
3. Other Hindus.,0-1,DIVORCED,0,0,0,Bidar.png
3. Other Hindus.,1-5,POPULATION,47429,23897,23532,Bidar.png
3. Other Hindus.,1-5,UNMARRIED,43036,21859,21177,Bidar.png
3. Other Hindus.,1-5,MARRIED,4201,1929,2272,Bidar.png
3. Other Hindus.,1-5,WIDOWED,192,109,83,Bidar.png
3. Other Hindus.,1-5,DIVORCED,0,0,0,Bidar.png
3. Other Hindus.,5-10,POPULATION,30331,15429,14902,Bidar.png
3. Other Hindus.,5-10,UNMARRIED,16602,8669,7933,Bidar.png
3. Other Hindus.,5-10,MARRIED,13345,6592,6753,Bidar.png
3. Other Hindus.,5-10,WIDOWED,380,168,212,Bidar.png
3. Other Hindus.,5-10,DIVORCED,4,0,4,Bidar.png
3. Other Hindus.,10-15,POPULATION,48667,27115,21552,Bidar.png
3. Other Hindus.,10-15,UNMARRIED,24151,16466,7685,Bidar.png
3. Other Hindus.,10-15,MARRIED,23902,10354,13548,Bidar.png
3. Other Hindus.,10-15,WIDOWED,608,295,313,Bidar.png
3. Other Hindus.,10-15,DIVORCED,6,0,6,Bidar.png
3. Other Hindus.,15-20,POPULATION,44497,24036,20461,Bidar.png
3. Other Hindus.,15-20,UNMARRIED,11982,10584,1398,Bidar.png
3. Other Hindus.,15-20,MARRIED,31770,13135,18635,Bidar.png
3. Other Hindus.,15-20,WIDOWED,697,301,396,Bidar.png
3. Other Hindus.,15-20,DIVORCED,48,16,32,Bidar.png
3. Other Hindus.,20-30,POPULATION,51358,24120,27238,Bidar.png
3. Other Hindus.,20-30,UNMARRIED,5321,4285,1036,Bidar.png
3. Other Hindus.,20-30,MARRIED,44287,19319,24968,Bidar.png
3. Other Hindus.,20-30,WIDOWED,1600,468,1132,Bidar.png
3. Other Hindus.,20-30,DIVORCED,150,48,102,Bidar.png
3. Other Hindus.,30-40,POPULATION,64106,31728,32378,Bidar.png
3. Other Hindus.,30-40,UNMARRIED,3191,2287,904,Bidar.png
3. Other Hindus.,30-40,MARRIED,56558,28122,28436,Bidar.png
3. Other Hindus.,30-40,WIDOWED,4089,1236,2853,Bidar.png
3. Other Hindus.,30-40,DIVORCED,268,83,185,Bidar.png
3. Other Hindus.,40-50,POPULATION,59746,30739,29007,Bidar.png
3. Other Hindus.,40-50,UNMARRIED,1533,1109,424,Bidar.png
3. Other Hindus.,40-50,MARRIED,52663,27651,25012,Bidar.png
3. Other Hindus.,40-50,WIDOWED,5363,1898,3465,Bidar.png
3. Other Hindus.,40-50,DIVORCED,187,81,106,Bidar.png
3. Other Hindus.,50-60,POPULATION,44137,23710,20427,Bidar.png
3. Other Hindus.,50-60,UNMARRIED,643,514,129,Bidar.png
3. Other Hindus.,50-60,MARRIED,35350,20137,15213,Bidar.png
3. Other Hindus.,50-60,WIDOWED,7972,2985,4987,Bidar.png
3. Other Hindus.,50-60,DIVORCED,172,74,98,Bidar.png
3. Other Hindus.,60 & over,POPULATION,23553,12235,11318,Bidar.png
3. Other Hindus.,60 & over,UNMARRIED,187,116,71,Bidar.png
3. Other Hindus.,60 & over,MARRIED,15048,8936,6112,Bidar.png
3. Other Hindus.,60 & over,WIDOWED,8174,3118,5056,Bidar.png
3. Other Hindus.,60 & over,DIVORCED,144,65,79,Bidar.png
3. Other Hindus.,Total,POPULATION,432660,222890,209770,Bidar.png
3. Other Hindus.,Total,UNMARRIED,125345,75708,49637,Bidar.png
3. Other Hindus.,Total,MARRIED,277259,136237,141022,Bidar.png
3. Other Hindus.,Total,WIDOWED,29077,10578,18499,Bidar.png
3. Other Hindus.,Total,DIVORCED,979,367,612,Bidar.png
1. ALL COMMUNITIES.,0-1,POPULATION,21395,10941,10454,Bir.png
1. ALL COMMUNITIES.,0-1,UNMARRIED,21064,10868,10196,Bir.png
1. ALL COMMUNITIES.,0-1,MARRIED,304,71,233,Bir.png
1. ALL COMMUNITIES.,0-1,WIDOWED,26,2,24,Bir.png
1. ALL COMMUNITIES.,0-1,DIVORCED,1,0,1,Bir.png
1. ALL COMMUNITIES.,1-5,POPULATION,84416,44692,39724,Bir.png
1. ALL COMMUNITIES.,1-5,UNMARRIED,81789,43648,38141,Bir.png
1. ALL COMMUNITIES.,1-5,MARRIED,2448,989,1459,Bir.png
1. ALL COMMUNITIES.,1-5,WIDOWED,178,55,123,Bir.png
1. ALL COMMUNITIES.,1-5,DIVORCED,1,0,1,Bir.png
1. ALL COMMUNITIES.,5-10,POPULATION,81978,42039,39939,Bir.png
1. ALL COMMUNITIES.,5-10,UNMARRIED,59492,34758,24734,Bir.png
1. ALL COMMUNITIES.,5-10,MARRIED,22138,7142,14996,Bir.png
1. ALL COMMUNITIES.,5-10,WIDOWED,330,139,191,Bir.png
1. ALL COMMUNITIES.,5-10,DIVORCED,18,0,18,Bir.png
1. ALL COMMUNITIES.,10-15,POPULATION,86067,41719,44348,Bir.png
1. ALL COMMUNITIES.,10-15,UNMARRIED,46326,28352,17974,Bir.png
1. ALL COMMUNITIES.,10-15,MARRIED,38915,13169,25746,Bir.png
1. ALL COMMUNITIES.,10-15,WIDOWED,714,178,536,Bir.png
1. ALL COMMUNITIES.,10-15,DIVORCED,112,20,92,Bir.png
1. ALL COMMUNITIES.,15-20,POPULATION,77519,32741,44778,Bir.png
1. ALL COMMUNITIES.,15-20,UNMARRIED,29042,13112,15930,Bir.png
1. ALL COMMUNITIES.,15-20,MARRIED,47265,19266,27999,Bir.png
1. ALL COMMUNITIES.,15-20,WIDOWED,1011,307,704,Bir.png
1. ALL COMMUNITIES.,15-20,DIVORCED,201,56,145,Bir.png
1. ALL COMMUNITIES.,20-30,POPULATION,123900,67407,56493,Bir.png
1. ALL COMMUNITIES.,20-30,UNMARRIED,15790,10880,4910,Bir.png
1. ALL COMMUNITIES.,20-30,MARRIED,103865,55113,48752,Bir.png
1. ALL COMMUNITIES.,20-30,WIDOWED,3521,1212,2309,Bir.png
1. ALL COMMUNITIES.,20-30,DIVORCED,724,202,522,Bir.png
1. ALL COMMUNITIES.,30-40,POPULATION,90616,48229,42387,Bir.png
1. ALL COMMUNITIES.,30-40,UNMARRIED,6530,5205,1325,Bir.png
1. ALL COMMUNITIES.,30-40,MARRIED,74338,39432,34906,Bir.png
1. ALL COMMUNITIES.,30-40,WIDOWED,8943,3202,5741,Bir.png
1. ALL COMMUNITIES.,30-40,DIVORCED,805,390,415,Bir.png
1. ALL COMMUNITIES.,40-50,POPULATION,62441,35884,26557,Bir.png
1. ALL COMMUNITIES.,40-50,UNMARRIED,3253,2775,478,Bir.png
1. ALL COMMUNITIES.,40-50,MARRIED,46548,28830,17718,Bir.png
1. ALL COMMUNITIES.,40-50,WIDOWED,11836,3906,7930,Bir.png
1. ALL COMMUNITIES.,40-50,DIVORCED,804,373,431,Bir.png
1. ALL COMMUNITIES.,50-60,POPULATION,47664,24617,23047,Bir.png
1. ALL COMMUNITIES.,50-60,UNMARRIED,1015,808,207,Bir.png
1. ALL COMMUNITIES.,50-60,MARRIED,30454,18569,11885,Bir.png
1. ALL COMMUNITIES.,50-60,WIDOWED,15423,4894,10529,Bir.png
1. ALL COMMUNITIES.,50-60,DIVORCED,772,346,426,Bir.png
1. ALL COMMUNITIES.,60 & over,POPULATION,37634,19526,18108,Bir.png
1. ALL COMMUNITIES.,60 & over,UNMARRIED,542,389,153,Bir.png
1. ALL COMMUNITIES.,60 & over,MARRIED,19512,12212,7300,Bir.png
1. ALL COMMUNITIES.,60 & over,WIDOWED,16544,6449,10095,Bir.png
1. ALL COMMUNITIES.,60 & over,DIVORCED,1036,476,560,Bir.png
1. ALL COMMUNITIES.,Total,POPULATION,713630,367795,345835,Bir.png
1. ALL COMMUNITIES.,Total,UNMARRIED,264843,150795,114048,Bir.png
1. ALL COMMUNITIES.,Total,MARRIED,385787,194793,190994,Bir.png
1. ALL COMMUNITIES.,Total,WIDOWED,58526,20344,38182,Bir.png
1. ALL COMMUNITIES.,Total,DIVORCED,4474,1863,2611,Bir.png
2. Brahmanic Hindus.,0-1,POPULATION,1037,536,501,Bir.png
2. Brahmanic Hindus.,0-1,UNMARRIED,1037,536,501,Bir.png
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0,Bir.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Bir.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Bir.png
2. Brahmanic Hindus.,1-5,POPULATION,4310,2292,2018,Bir.png
2. Brahmanic Hindus.,1-5,UNMARRIED,4280,2272,2008,Bir.png
2. Brahmanic Hindus.,1-5,MARRIED,30,20,10,Bir.png
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0,Bir.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Bir.png
2. Brahmanic Hindus.,5-10,POPULATION,2346,1074,1272,Bir.png
2. Brahmanic Hindus.,5-10,UNMARRIED,1586,931,655,Bir.png
2. Brahmanic Hindus.,5-10,MARRIED,759,142,617,Bir.png
2. Brahmanic Hindus.,5-10,WIDOWED,1,1,0,Bir.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Bir.png
2. Brahmanic Hindus.,10-15,POPULATION,2338,897,1441,Bir.png
2. Brahmanic Hindus.,10-15,UNMARRIED,1128,631,497,Bir.png
2. Brahmanic Hindus.,10-15,MARRIED,1208,264,944,Bir.png
2. Brahmanic Hindus.,10-15,WIDOWED,2,2,0,Bir.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Bir.png
2. Brahmanic Hindus.,15-20,POPULATION,2903,1220,1683,Bir.png
2. Brahmanic Hindus.,15-20,UNMARRIED,791,524,267,Bir.png
2. Brahmanic Hindus.,15-20,MARRIED,2089,691,1398,Bir.png
2. Brahmanic Hindus.,15-20,WIDOWED,22,5,17,Bir.png
2. Brahmanic Hindus.,15-20,DIVORCED,1,0,1,Bir.png
2. Brahmanic Hindus.,20-30,POPULATION,5360,2718,2642,Bir.png
2. Brahmanic Hindus.,20-30,UNMARRIED,492,423,69,Bir.png
2. Brahmanic Hindus.,20-30,MARRIED,4708,2247,2461,Bir.png
2. Brahmanic Hindus.,20-30,WIDOWED,154,45,109,Bir.png
2. Brahmanic Hindus.,20-30,DIVORCED,6,3,3,Bir.png
2. Brahmanic Hindus.,30-40,POPULATION,2705,1785,920,Bir.png
2. Brahmanic Hindus.,30-40,UNMARRIED,86,86,0,Bir.png
2. Brahmanic Hindus.,30-40,MARRIED,2296,1587,709,Bir.png
2. Brahmanic Hindus.,30-40,WIDOWED,318,108,210,Bir.png
2. Brahmanic Hindus.,30-40,DIVORCED,5,4,1,Bir.png
2. Brahmanic Hindus.,40-50,POPULATION,1980,1271,709,Bir.png
2. Brahmanic Hindus.,40-50,UNMARRIED,40,39,1,Bir.png
2. Brahmanic Hindus.,40-50,MARRIED,1559,1066,493,Bir.png
2. Brahmanic Hindus.,40-50,WIDOWED,368,157,211,Bir.png
2. Brahmanic Hindus.,40-50,DIVORCED,13,9,4,Bir.png
2. Brahmanic Hindus.,50-60,POPULATION,1614,959,655,Bir.png
2. Brahmanic Hindus.,50-60,UNMARRIED,30,28,2,Bir.png
2. Brahmanic Hindus.,50-60,MARRIED,1230,768,462,Bir.png
2. Brahmanic Hindus.,50-60,WIDOWED,344,156,188,Bir.png
2. Brahmanic Hindus.,50-60,DIVORCED,10,7,3,Bir.png
2. Brahmanic Hindus.,60 & over,POPULATION,1377,872,505,Bir.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,12,12,0,Bir.png
2. Brahmanic Hindus.,60 & over,MARRIED,959,670,289,Bir.png
2. Brahmanic Hindus.,60 & over,WIDOWED,398,187,211,Bir.png
2. Brahmanic Hindus.,60 & over,DIVORCED,8,3,5,Bir.png
2. Brahmanic Hindus.,Total,POPULATION,25970,13624,12346,Bir.png
2. Brahmanic Hindus.,Total,UNMARRIED,9482,5482,4000,Bir.png
2. Brahmanic Hindus.,Total,MARRIED,14838,7455,7383,Bir.png
2. Brahmanic Hindus.,Total,WIDOWED,1607,661,946,Bir.png
2. Brahmanic Hindus.,Total,DIVORCED,43,26,17,Bir.png
3. Other Hindus.,0-1,POPULATION,12378,6459,5919,Bir.png
3. Other Hindus.,0-1,UNMARRIED,12201,6403,5798,Bir.png
3. Other Hindus.,0-1,MARRIED,174,56,118,Bir.png
3. Other Hindus.,0-1,WIDOWED,3,0,3,Bir.png
3. Other Hindus.,0-1,DIVORCED,0,0,0,Bir.png
3. Other Hindus.,1-5,POPULATION,48763,27121,21642,Bir.png
3. Other Hindus.,1-5,UNMARRIED,47084,26417,20667,Bir.png
3. Other Hindus.,1-5,MARRIED,1617,662,955,Bir.png
3. Other Hindus.,1-5,WIDOWED,62,42,20,Bir.png
3. Other Hindus.,1-5,DIVORCED,0,0,0,Bir.png
3. Other Hindus.,5-10,POPULATION,53152,27220,25932,Bir.png
3. Other Hindus.,5-10,UNMARRIED,37867,22193,15674,Bir.png
3. Other Hindus.,5-10,MARRIED,15051,4904,10147,Bir.png
3. Other Hindus.,5-10,WIDOWED,224,123,101,Bir.png
3. Other Hindus.,5-10,DIVORCED,10,0,10,Bir.png
3. Other Hindus.,10-15,POPULATION,57439,26935,30504,Bir.png
3. Other Hindus.,10-15,UNMARRIED,31501,18110,13391,Bir.png
3. Other Hindus.,10-15,MARRIED,25320,8668,16652,Bir.png
3. Other Hindus.,10-15,WIDOWED,553,149,404,Bir.png
3. Other Hindus.,10-15,DIVORCED,65,8,57,Bir.png
3. Other Hindus.,15-20,POPULATION,51363,20619,30744,Bir.png
3. Other Hindus.,15-20,UNMARRIED,21324,8612,12712,Bir.png
3. Other Hindus.,15-20,MARRIED,29325,11765,17560,Bir.png
3. Other Hindus.,15-20,WIDOWED,641,213,428,Bir.png
3. Other Hindus.,15-20,DIVORCED,73,29,44,Bir.png
3. Other Hindus.,20-30,POPULATION,77330,42357,34973,Bir.png
3. Other Hindus.,20-30,UNMARRIED,11094,7266,3828,Bir.png
3. Other Hindus.,20-30,MARRIED,64334,34354,29980,Bir.png
3. Other Hindus.,20-30,WIDOWED,1630,648,982,Bir.png
3. Other Hindus.,20-30,DIVORCED,272,89,183,Bir.png
3. Other Hindus.,30-40,POPULATION,60060,32834,27226,Bir.png
3. Other Hindus.,30-40,UNMARRIED,5101,4391,710,Bir.png
3. Other Hindus.,30-40,MARRIED,48349,25936,22413,Bir.png
3. Other Hindus.,30-40,WIDOWED,6086,2245,3841,Bir.png
3. Other Hindus.,30-40,DIVORCED,524,262,262,Bir.png
3. Other Hindus.,40-50,POPULATION,39954,23160,16794,Bir.png
3. Other Hindus.,40-50,UNMARRIED,2694,2481,213,Bir.png
3. Other Hindus.,40-50,MARRIED,29128,17920,11208,Bir.png
3. Other Hindus.,40-50,WIDOWED,7636,2535,5101,Bir.png
3. Other Hindus.,40-50,DIVORCED,496,224,272,Bir.png
3. Other Hindus.,50-60,POPULATION,29076,14963,14113,Bir.png
3. Other Hindus.,50-60,UNMARRIED,719,628,91,Bir.png
3. Other Hindus.,50-60,MARRIED,18491,11015,7476,Bir.png
3. Other Hindus.,50-60,WIDOWED,9361,3087,6274,Bir.png
3. Other Hindus.,50-60,DIVORCED,505,233,272,Bir.png
3. Other Hindus.,60 & over,POPULATION,22181,11246,10935,Bir.png
3. Other Hindus.,60 & over,UNMARRIED,335,247,88,Bir.png
3. Other Hindus.,60 & over,MARRIED,11579,6812,4767,Bir.png
3. Other Hindus.,60 & over,WIDOWED,9591,3933,5658,Bir.png
3. Other Hindus.,60 & over,DIVORCED,676,254,422,Bir.png
3. Other Hindus.,Total,POPULATION,451696,232914,218782,Bir.png
3. Other Hindus.,Total,UNMARRIED,169920,96748,73172,Bir.png
3. Other Hindus.,Total,MARRIED,243368,122092,121276,Bir.png
3. Other Hindus.,Total,WIDOWED,35787,12975,22812,Bir.png
3. Other Hindus.,Total,DIVORCED,2621,1099,1522,Bir.png
ALL COMMUNITIES.,0-1,POPULATION,40993,20123,20870,Gulbarga.png
ALL COMMUNITIES.,0-1,UNMARRIED,39786,19701,20085,Gulbarga.png
ALL COMMUNITIES.,0-1,MARRIED,1104,403,701,Gulbarga.png
ALL COMMUNITIES.,0-1,WIDOWED,103,19,84,Gulbarga.png
ALL COMMUNITIES.,0-1,DIVORCED,0,0,0,Gulbarga.png
ALL COMMUNITIES.,1-5,POPULATION,159613,78825,80788,Gulbarga.png
ALL COMMUNITIES.,1-5,UNMARRIED,152236,76207,76029,Gulbarga.png
ALL COMMUNITIES.,1-5,MARRIED,6655,2521,4134,Gulbarga.png
ALL COMMUNITIES.,1-5,WIDOWED,722,97,625,Gulbarga.png
ALL COMMUNITIES.,1-5,DIVORCED,0,0,0,Gulbarga.png
ALL COMMUNITIES.,5-10,POPULATION,149808,74945,74863,Gulbarga.png
ALL COMMUNITIES.,5-10,UNMARRIED,112281,61440,50841,Gulbarga.png
ALL COMMUNITIES.,5-10,MARRIED,36882,13376,23506,Gulbarga.png
ALL COMMUNITIES.,5-10,WIDOWED,645,129,516,Gulbarga.png
ALL COMMUNITIES.,5-10,DIVORCED,0,0,0,Gulbarga.png
ALL COMMUNITIES.,10-15,POPULATION,148953,72730,76223,Gulbarga.png
ALL COMMUNITIES.,10-15,UNMARRIED,91756,51992,39764,Gulbarga.png
ALL COMMUNITIES.,10-15,MARRIED,56095,20523,35572,Gulbarga.png
ALL COMMUNITIES.,10-15,WIDOWED,1102,215,887,Gulbarga.png
ALL COMMUNITIES.,10-15,DIVORCED,0,0,0,Gulbarga.png
ALL COMMUNITIES.,15-20,POPULATION,133388,69479,63909,Gulbarga.png
ALL COMMUNITIES.,15-20,UNMARRIED,41100,30487,10613,Gulbarga.png
ALL COMMUNITIES.,15-20,MARRIED,90560,38479,52081,Gulbarga.png
ALL COMMUNITIES.,15-20,WIDOWED,1695,501,1194,Gulbarga.png
ALL COMMUNITIES.,15-20,DIVORCED,33,12,21,Gulbarga.png
ALL COMMUNITIES.,20-30,POPULATION,219301,119450,99851,Gulbarga.png
ALL COMMUNITIES.,20-30,UNMARRIED,23944,20019,3925,Gulbarga.png
ALL COMMUNITIES.,20-30,MARRIED,186979,97037,89942,Gulbarga.png
ALL COMMUNITIES.,20-30,WIDOWED,8070,2256,5814,Gulbarga.png
ALL COMMUNITIES.,20-30,DIVORCED,308,138,170,Gulbarga.png
ALL COMMUNITIES.,30-40,POPULATION,165124,90345,74779,Gulbarga.png
ALL COMMUNITIES.,30-40,UNMARRIED,9445,7600,1845,Gulbarga.png
ALL COMMUNITIES.,30-40,MARRIED,139981,78497,61484,Gulbarga.png
ALL COMMUNITIES.,30-40,WIDOWED,14648,3706,10942,Gulbarga.png
ALL COMMUNITIES.,30-40,DIVORCED,1050,542,508,Gulbarga.png
ALL COMMUNITIES.,40-50,POPULATION,122893,62095,60798,Gulbarga.png
ALL COMMUNITIES.,40-50,UNMARRIED,4912,3997,915,Gulbarga.png
ALL COMMUNITIES.,40-50,MARRIED,92919,50897,42022,Gulbarga.png
ALL COMMUNITIES.,40-50,WIDOWED,23958,6799,17159,Gulbarga.png
ALL COMMUNITIES.,40-50,DIVORCED,1104,402,702,Gulbarga.png
ALL COMMUNITIES.,50-60,POPULATION,93703,42116,51587,Gulbarga.png
ALL COMMUNITIES.,50-60,UNMARRIED,2103,1397,706,Gulbarga.png
ALL COMMUNITIES.,50-60,MARRIED,59136,33601,25535,Gulbarga.png
ALL COMMUNITIES.,50-60,WIDOWED,31334,6740,24594,Gulbarga.png
ALL COMMUNITIES.,50-60,DIVORCED,1130,378,752,Gulbarga.png
ALL COMMUNITIES.,60 & over,POPULATION,78279,39044,39235,Gulbarga.png
ALL COMMUNITIES.,60 & over,UNMARRIED,1390,962,428,Gulbarga.png
ALL COMMUNITIES.,60 & over,MARRIED,40706,26967,13739,Gulbarga.png
ALL COMMUNITIES.,60 & over,WIDOWED,34994,10654,24340,Gulbarga.png
ALL COMMUNITIES.,60 & over,DIVORCED,1189,461,728,Gulbarga.png
ALL COMMUNITIES.,Total,POPULATION,1312055,669152,642903,Gulbarga.png
ALL COMMUNITIES.,Total,UNMARRIED,478953,273802,205151,Gulbarga.png
ALL COMMUNITIES.,Total,MARRIED,711017,362301,348716,Gulbarga.png
ALL COMMUNITIES.,Total,WIDOWED,117271,31116,86155,Gulbarga.png
ALL COMMUNITIES.,Total,DIVORCED,4814,1933,2881,Gulbarga.png
2. Brahmanic Hindus.,Total,POPULATION,29620,14991,14629,Gulbarga.png
2. Brahmanic Hindus.,Total,UNMARRIED,12217,6293,5924,Gulbarga.png
2. Brahmanic Hindus.,Total,MARRIED,16308,8163,8145,Gulbarga.png
2. Brahmanic Hindus.,Total,WIDOWED,1095,535,560,Gulbarga.png
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,0-1,POPULATION,1002,448,554,Gulbarga.png
2. Brahmanic Hindus.,0-1,UNMARRIED,1002,448,554,Gulbarga.png
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,1-5,POPULATION,2820,1363,1457,Gulbarga.png
2. Brahmanic Hindus.,1-5,UNMARRIED,2805,1362,1443,Gulbarga.png
2. Brahmanic Hindus.,1-5,MARRIED,15,1,14,Gulbarga.png
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,5-10,POPULATION,3216,1448,1768,Gulbarga.png
2. Brahmanic Hindus.,5-10,UNMARRIED,3007,1445,1562,Gulbarga.png
2. Brahmanic Hindus.,5-10,MARRIED,209,3,206,Gulbarga.png
2. Brahmanic Hindus.,5-10,WIDOWED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,10-15,POPULATION,3627,1184,2443,Gulbarga.png
2. Brahmanic Hindus.,10-15,UNMARRIED,2443,1069,1374,Gulbarga.png
2. Brahmanic Hindus.,10-15,MARRIED,1182,113,1069,Gulbarga.png
2. Brahmanic Hindus.,10-15,WIDOWED,2,2,0,Gulbarga.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,15-20,POPULATION,4843,1564,3279,Gulbarga.png
2. Brahmanic Hindus.,15-20,UNMARRIED,2163,1198,965,Gulbarga.png
2. Brahmanic Hindus.,15-20,MARRIED,2660,362,2298,Gulbarga.png
2. Brahmanic Hindus.,15-20,WIDOWED,20,4,16,Gulbarga.png
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0,Gulbarga.png
2. Brahmanic Hindus.,20-30,POPULATION,6400,4028,2372,Gulbarga.png
2. Brahmanic Hindus.,20-30,UNMARRIED,746,721,25,Gulbarga.png
